"","mid","ml","approxDepth","pathFamily","assertionOrientation","assertedPredicate","versionedIcd","iplstr"
"1238","MONDO:0011014","pleuropulmonary blastoma",32,"mondo->snomed,transitive->NLM mappings->icd9","forward","skos:exactMatch","ICD9CM:162.9","Malignant neoplasm of bronchus and lung, unspecified"
"1239","MONDO:0011014","pleuropulmonary blastoma",32,"mondo->snomed,transitive->NLM mappings->icd9","forward","mydata:mdbxr","ICD9CM:162.9","Malignant neoplasm of bronchus and lung, unspecified"
"1240","MONDO:0003181","lung adenoid cystic carcinoma",25,"mondo->snomed,transitive->NLM mappings->icd9","forward","owl:equivalentClass","ICD9CM:162.9","Malignant neoplasm of bronchus and lung, unspecified"
"1241","MONDO:0003181","lung adenoid cystic carcinoma",25,"mondo->snomed,transitive->NLM mappings->icd9","forward","skos:exactMatch","ICD9CM:162.9","Malignant neoplasm of bronchus and lung, unspecified"
"1242","MONDO:0003181","lung adenoid cystic carcinoma",25,"mondo->snomed,transitive->NLM mappings->icd9","forward","mydata:mdbxr","ICD9CM:162.9","Malignant neoplasm of bronchus and lung, unspecified"
"1243","MONDO:0006049","papillary lung adenocarcinoma",27,"mondo->snomed,transitive->NLM mappings->icd9","forward","owl:equivalentClass","ICD9CM:162.9","Malignant neoplasm of bronchus and lung, unspecified"
"1244","MONDO:0006049","papillary lung adenocarcinoma",27,"mondo->snomed,transitive->NLM mappings->icd9","forward","skos:exactMatch","ICD9CM:162.9","Malignant neoplasm of bronchus and lung, unspecified"
"1245","MONDO:0006049","papillary lung adenocarcinoma",27,"mondo->snomed,transitive->NLM mappings->icd9","forward","mydata:mdbxr","ICD9CM:162.9","Malignant neoplasm of bronchus and lung, unspecified"
"1249","MONDO:0000375","bronchus carcinoma in situ",28,"mondo->snomed,transitive->NLM mappings->icd9","forward","owl:equivalentClass","ICD9CM:231.2","Carcinoma in situ of bronchus and lung"
"1250","MONDO:0000375","bronchus carcinoma in situ",28,"mondo->snomed,transitive->NLM mappings->icd9","forward","skos:exactMatch","ICD9CM:231.2","Carcinoma in situ of bronchus and lung"
"1251","MONDO:0000375","bronchus carcinoma in situ",28,"mondo->snomed,transitive->NLM mappings->icd9","forward","mydata:mdbxr","ICD9CM:231.2","Carcinoma in situ of bronchus and lung"
"1252","MONDO:0020555","pleuropulmonary blastoma type 1",33,"mondo->snomed,transitive->NLM mappings->icd9","forward","owl:equivalentClass","ICD9CM:162.9","Malignant neoplasm of bronchus and lung, unspecified"
"1253","MONDO:0020555","pleuropulmonary blastoma type 1",33,"mondo->snomed,transitive->NLM mappings->icd9","forward","skos:exactMatch","ICD9CM:162.9","Malignant neoplasm of bronchus and lung, unspecified"
"1254","MONDO:0020555","pleuropulmonary blastoma type 1",33,"mondo->snomed,transitive->NLM mappings->icd9","forward","mydata:mdbxr","ICD9CM:162.9","Malignant neoplasm of bronchus and lung, unspecified"
"1255","MONDO:0020556","pleuropulmonary blastoma type 2",33,"mondo->snomed,transitive->NLM mappings->icd9","forward","owl:equivalentClass","ICD9CM:162.9","Malignant neoplasm of bronchus and lung, unspecified"
"1256","MONDO:0020556","pleuropulmonary blastoma type 2",33,"mondo->snomed,transitive->NLM mappings->icd9","forward","skos:exactMatch","ICD9CM:162.9","Malignant neoplasm of bronchus and lung, unspecified"
"1257","MONDO:0020556","pleuropulmonary blastoma type 2",33,"mondo->snomed,transitive->NLM mappings->icd9","forward","mydata:mdbxr","ICD9CM:162.9","Malignant neoplasm of bronchus and lung, unspecified"
"1258","MONDO:0020557","pleuropulmonary blastoma type 3",33,"mondo->snomed,transitive->NLM mappings->icd9","forward","owl:equivalentClass","ICD9CM:162.9","Malignant neoplasm of bronchus and lung, unspecified"
"1259","MONDO:0020557","pleuropulmonary blastoma type 3",33,"mondo->snomed,transitive->NLM mappings->icd9","forward","skos:exactMatch","ICD9CM:162.9","Malignant neoplasm of bronchus and lung, unspecified"
"1260","MONDO:0020557","pleuropulmonary blastoma type 3",33,"mondo->snomed,transitive->NLM mappings->icd9","forward","mydata:mdbxr","ICD9CM:162.9","Malignant neoplasm of bronchus and lung, unspecified"
"1261","MONDO:0008433","small cell lung carcinoma",28,"mondo->snomed,transitive->NLM mappings->icd9","forward","owl:equivalentClass","ICD9CM:162.9","Malignant neoplasm of bronchus and lung, unspecified"
"1262","MONDO:0008433","small cell lung carcinoma",28,"mondo->snomed,transitive->NLM mappings->icd9","forward","skos:exactMatch","ICD9CM:162.9","Malignant neoplasm of bronchus and lung, unspecified"
"1263","MONDO:0008433","small cell lung carcinoma",28,"mondo->snomed,transitive->NLM mappings->icd9","forward","mydata:mdbxr","ICD9CM:162.9","Malignant neoplasm of bronchus and lung, unspecified"
"1270","MONDO:0006281","lung signet ring cell carcinoma",25,"mondo->snomed,transitive->NLM mappings->icd9","forward","owl:equivalentClass","ICD9CM:162.9","Malignant neoplasm of bronchus and lung, unspecified"
"1271","MONDO:0006281","lung signet ring cell carcinoma",25,"mondo->snomed,transitive->NLM mappings->icd9","forward","skos:exactMatch","ICD9CM:162.9","Malignant neoplasm of bronchus and lung, unspecified"
"1272","MONDO:0006281","lung signet ring cell carcinoma",25,"mondo->snomed,transitive->NLM mappings->icd9","forward","mydata:mdbxr","ICD9CM:162.9","Malignant neoplasm of bronchus and lung, unspecified"
"1274","MONDO:0008903","lung cancer",16,"mondo->snomed,transitive->NLM mappings->icd9","forward","owl:equivalentClass","ICD9CM:162.9","Malignant neoplasm of bronchus and lung, unspecified"
"1277","MONDO:0008903","lung cancer",16,"mondo->snomed,transitive->NLM mappings->icd9","forward","owl:equivalentClass","ICD9CM:199.1","Other malignant neoplasm without specification of site"
"1279","MONDO:0008903","lung cancer",16,"mondo->snomed,transitive->NLM mappings->icd9","forward","owl:equivalentClass","ICD9CM:198.89","Secondary malignant neoplasm of other specified sites"
"1288","MONDO:0008903","lung cancer",16,"mondo->snomed,transitive->NLM mappings->icd9","forward","skos:exactMatch","ICD9CM:162.9","Malignant neoplasm of bronchus and lung, unspecified"
"1291","MONDO:0008903","lung cancer",16,"mondo->snomed,transitive->NLM mappings->icd9","forward","skos:exactMatch","ICD9CM:199.1","Other malignant neoplasm without specification of site"
"1293","MONDO:0008903","lung cancer",16,"mondo->snomed,transitive->NLM mappings->icd9","forward","skos:exactMatch","ICD9CM:198.89","Secondary malignant neoplasm of other specified sites"
"1299","MONDO:0008903","lung cancer",16,"mondo->snomed,transitive->NLM mappings->icd9","forward","mydata:mdbxr","ICD9CM:162.9","Malignant neoplasm of bronchus and lung, unspecified"
"1302","MONDO:0008903","lung cancer",16,"mondo->snomed,transitive->NLM mappings->icd9","forward","mydata:mdbxr","ICD9CM:199.1","Other malignant neoplasm without specification of site"
"1304","MONDO:0008903","lung cancer",16,"mondo->snomed,transitive->NLM mappings->icd9","forward","mydata:mdbxr","ICD9CM:198.89","Secondary malignant neoplasm of other specified sites"
"1309","MONDO:0006279","lung sarcomatoid carcinoma",25,"mondo->snomed,transitive->NLM mappings->icd9","forward","owl:equivalentClass","ICD9CM:162.9","Malignant neoplasm of bronchus and lung, unspecified"
"1310","MONDO:0006279","lung sarcomatoid carcinoma",25,"mondo->snomed,transitive->NLM mappings->icd9","forward","skos:exactMatch","ICD9CM:162.9","Malignant neoplasm of bronchus and lung, unspecified"
"1311","MONDO:0006279","lung sarcomatoid carcinoma",25,"mondo->snomed,transitive->NLM mappings->icd9","forward","mydata:mdbxr","ICD9CM:162.9","Malignant neoplasm of bronchus and lung, unspecified"
