i,explanation,fractional positions,,
ICD10CM:V84.5XXA,,4,,
ICD10CM:V84.5XXD,,4,,
ICD10CM:V84.5XXS,,4,,
ICD10CM:V84.6,,1,,
ICD10CM:V84.6XXA,,4,,
ICD10CM:V84.6XXD,,4,,
ICD10CM:V84.6XXS,,4,,
ICD10CM:V84.7,,1,,
ICD10CM:V84.7XXA,,4,,
ICD10CM:V84.7XXD,,4,,
ICD10CM:V84.7XXS,,4,,
ICD10CM:V84.9,,1,,
ICD10CM:V84.9XXA,,4,,
ICD10CM:V84.9XXD,,4,,
ICD10CM:V84.9XXS,,4,,
ICD10CM:V85,no fractional part,,,
ICD10CM:V85.0,,1,,
ICD10CM:V85.0XXA,,4,,
ICD10CM:V85.0XXD,,4,,
ICD10CM:V85.0XXS,,4,,
ICD10CM:V85.1,,1,,
ICD10CM:V85.1XXA,,4,,
ICD10CM:V85.1XXD,,4,,
ICD10CM:V85.1XXS,,4,,
ICD10CM:V85.2,,1,,
ICD10CM:V85.2XXA,,4,,
ICD10CM:V85.2XXD,,4,,
ICD10CM:V85.2XXS,,4,,
ICD10CM:V85.3,,1,,
ICD10CM:V85.3XXA,,4,,
ICD10CM:V85.3XXD,,4,,
ICD10CM:V85.3XXS,,4,,
ICD10CM:V85.4,,1,,
ICD10CM:V85.4XXA,,4,,
ICD10CM:V85.4XXD,,4,,
ICD10CM:V85.4XXS,,4,,
ICD10CM:V85.5,,1,,
ICD10CM:V85.5XXA,,4,,
ICD10CM:V85.5XXD,,4,,
ICD10CM:V85.5XXS,,4,,
ICD10CM:V85.6,,1,,
ICD10CM:V85.6XXA,,4,,
ICD10CM:V85.6XXD,,4,,
ICD10CM:V85.6XXS,,4,,
ICD10CM:V85.7,,1,,
ICD10CM:V85.7XXA,,4,,
ICD10CM:V85.7XXD,,4,,
ICD10CM:V85.7XXS,,4,,
ICD10CM:V85.9,,1,,
ICD10CM:V85.9XXA,,4,,
ICD10CM:V85.9XXD,,4,,
ICD10CM:V85.9XXS,,4,,
ICD10CM:V86,no fractional part,,,
ICD10CM:V86.0,,1,,
ICD10CM:V86.01,,2,,
ICD10CM:V86.01XA,,4,,
ICD10CM:V86.01XD,,4,,
ICD10CM:V86.01XS,,4,,
ICD10CM:V86.02,,2,,
ICD10CM:V86.02XA,,4,,
ICD10CM:V86.02XD,,4,,
ICD10CM:V86.02XS,,4,,
ICD10CM:V86.03,,2,,
ICD10CM:V86.03XA,,4,,
ICD10CM:V86.03XD,,4,,
ICD10CM:V86.03XS,,4,,
ICD10CM:V86.04,,2,,
ICD10CM:V86.04XA,,4,,
ICD10CM:V86.04XD,,4,,
ICD10CM:V86.04XS,,4,,
ICD10CM:V86.05,,2,,
ICD10CM:V86.05XA,,4,,
ICD10CM:V86.05XD,,4,,
ICD10CM:V86.05XS,,4,,
ICD10CM:V86.06,,2,,
ICD10CM:V86.06XA,,4,,
ICD10CM:V86.06XD,,4,,
ICD10CM:V86.06XS,,4,,
ICD10CM:V86.09,,2,,
ICD10CM:V86.09XA,,4,,
ICD10CM:V86.09XD,,4,,
ICD10CM:V86.09XS,,4,,
ICD10CM:V86.1,,1,,
ICD10CM:V86.11,,2,,
ICD10CM:V86.11XA,,4,,
ICD10CM:V86.11XD,,4,,
ICD10CM:V86.11XS,,4,,
ICD10CM:V86.12,,2,,
ICD10CM:V86.12XA,,4,,
ICD10CM:V86.12XD,,4,,
ICD10CM:V86.12XS,,4,,
ICD10CM:V86.13,,2,,
ICD10CM:V86.13XA,,4,,
ICD10CM:V86.13XD,,4,,
ICD10CM:V86.13XS,,4,,
ICD10CM:V86.14,,2,,
ICD10CM:V86.14XA,,4,,
ICD10CM:V86.14XD,,4,,
ICD10CM:V86.14XS,,4,,
ICD10CM:V86.15,,2,,
ICD10CM:V86.15XA,,4,,
ICD10CM:V86.15XD,,4,,
ICD10CM:V86.15XS,,4,,
ICD10CM:V86.16,,2,,
ICD10CM:V86.16XA,,4,,
ICD10CM:V86.16XD,,4,,
ICD10CM:V86.16XS,,4,,
ICD10CM:V86.19,,2,,
ICD10CM:V86.19XA,,4,,
ICD10CM:V86.19XD,,4,,
ICD10CM:V86.19XS,,4,,
ICD10CM:V86.2,,1,,
ICD10CM:V86.21,,2,,
ICD10CM:V86.21XA,,4,,
ICD10CM:V86.21XD,,4,,
ICD10CM:V86.21XS,,4,,
ICD10CM:V86.22,,2,,
ICD10CM:V86.22XA,,4,,
ICD10CM:V86.22XD,,4,,
ICD10CM:V86.22XS,,4,,
ICD10CM:V86.23,,2,,
ICD10CM:V86.23XA,,4,,
ICD10CM:V86.23XD,,4,,
ICD10CM:V86.23XS,,4,,
ICD10CM:V86.24,,2,,
ICD10CM:V86.24XA,,4,,
ICD10CM:V86.24XD,,4,,
ICD10CM:V86.24XS,,4,,
ICD10CM:V86.25,,2,,
ICD10CM:V86.25XA,,4,,
ICD10CM:V86.25XD,,4,,
ICD10CM:V86.25XS,,4,,
ICD10CM:V86.26,,2,,
ICD10CM:V86.26XA,,4,,
ICD10CM:V86.26XD,,4,,
ICD10CM:V86.26XS,,4,,
ICD10CM:V86.29,,2,,
ICD10CM:V86.29XA,,4,,
ICD10CM:V86.29XD,,4,,
ICD10CM:V86.29XS,,4,,
ICD10CM:V86.3,,1,,
ICD10CM:V86.31,,2,,
ICD10CM:V86.31XA,,4,,
ICD10CM:V86.31XD,,4,,
ICD10CM:V86.31XS,,4,,
ICD10CM:V86.32,,2,,
ICD10CM:V86.32XA,,4,,
ICD10CM:V86.32XD,,4,,
ICD10CM:V86.32XS,,4,,
ICD10CM:V86.33,,2,,
ICD10CM:V86.33XA,,4,,
ICD10CM:V86.33XD,,4,,
ICD10CM:V86.33XS,,4,,
ICD10CM:V86.34,,2,,
ICD10CM:V86.34XA,,4,,
ICD10CM:V86.34XD,,4,,
ICD10CM:V86.34XS,,4,,
ICD10CM:V86.35,,2,,
ICD10CM:V86.35XA,,4,,
ICD10CM:V86.35XD,,4,,
ICD10CM:V86.35XS,,4,,
ICD10CM:V86.36,,2,,
ICD10CM:V86.36XA,,4,,
ICD10CM:V86.36XD,,4,,
ICD10CM:V86.36XS,,4,,
ICD10CM:V86.39,,2,,
ICD10CM:V86.39XA,,4,,
ICD10CM:V86.39XD,,4,,
ICD10CM:V86.39XS,,4,,
ICD10CM:V86.4,,1,,
ICD10CM:V86.41,,2,,
ICD10CM:V86.41XA,,4,,
ICD10CM:V86.41XD,,4,,
ICD10CM:V86.41XS,,4,,
ICD10CM:V86.42,,2,,
ICD10CM:V86.42XA,,4,,
ICD10CM:V86.42XD,,4,,
ICD10CM:V86.42XS,,4,,
ICD10CM:V86.43,,2,,
ICD10CM:V86.43XA,,4,,
ICD10CM:V86.43XD,,4,,
ICD10CM:V86.43XS,,4,,
ICD10CM:V86.44,,2,,
ICD10CM:V86.44XA,,4,,
ICD10CM:V86.44XD,,4,,
ICD10CM:V86.44XS,,4,,
ICD10CM:V86.45,,2,,
ICD10CM:V86.45XA,,4,,
ICD10CM:V86.45XD,,4,,
ICD10CM:V86.45XS,,4,,
ICD10CM:V86.46,,2,,
ICD10CM:V86.46XA,,4,,
ICD10CM:V86.46XD,,4,,
ICD10CM:V86.46XS,,4,,
ICD10CM:V86.49,,2,,
ICD10CM:V86.49XA,,4,,
ICD10CM:V86.49XD,,4,,
ICD10CM:V86.49XS,,4,,
ICD10CM:V86.5,,1,,
ICD10CM:V86.51,,2,,
ICD10CM:V86.51XA,,4,,
ICD10CM:V86.51XD,,4,,
ICD10CM:V86.51XS,,4,,
ICD10CM:V86.52,,2,,
ICD10CM:V86.52XA,,4,,
ICD10CM:V86.52XD,,4,,
ICD10CM:V86.52XS,,4,,
ICD10CM:V86.53,,2,,
ICD10CM:V86.53XA,,4,,
ICD10CM:V86.53XD,,4,,
ICD10CM:V86.53XS,,4,,
ICD10CM:V86.54,,2,,
ICD10CM:V86.54XA,,4,,
ICD10CM:V86.54XD,,4,,
ICD10CM:V86.54XS,,4,,
ICD10CM:V86.55,,2,,
ICD10CM:V86.55XA,,4,,
ICD10CM:V86.55XD,,4,,
ICD10CM:V86.55XS,,4,,
ICD10CM:V86.56,,2,,
ICD10CM:V86.56XA,,4,,
ICD10CM:V86.56XD,,4,,
ICD10CM:V86.56XS,,4,,
ICD10CM:V86.59,,2,,
ICD10CM:V86.59XA,,4,,
ICD10CM:V86.59XD,,4,,
ICD10CM:V86.59XS,,4,,
ICD10CM:V86.6,,1,,
ICD10CM:V86.61,,2,,
ICD10CM:V86.61XA,,4,,
ICD10CM:V86.61XD,,4,,
ICD10CM:V86.61XS,,4,,
ICD10CM:V86.62,,2,,
ICD10CM:V86.62XA,,4,,
ICD10CM:V86.62XD,,4,,
ICD10CM:V86.62XS,,4,,
ICD10CM:V86.63,,2,,
ICD10CM:V86.63XA,,4,,
ICD10CM:V86.63XD,,4,,
ICD10CM:V86.63XS,,4,,
ICD10CM:V86.64,,2,,
ICD10CM:V86.64XA,,4,,
ICD10CM:V86.64XD,,4,,
ICD10CM:V86.64XS,,4,,
ICD10CM:V86.65,,2,,
ICD10CM:V86.65XA,,4,,
ICD10CM:V86.65XD,,4,,
ICD10CM:V86.65XS,,4,,
ICD10CM:V86.66,,2,,
ICD10CM:V86.66XA,,4,,
ICD10CM:V86.66XD,,4,,
ICD10CM:V86.66XS,,4,,
ICD10CM:V86.69,,2,,
ICD10CM:V86.69XA,,4,,
ICD10CM:V86.69XD,,4,,
ICD10CM:V86.69XS,,4,,
ICD10CM:V86.7,,1,,
ICD10CM:V86.71,,2,,
ICD10CM:V86.71XA,,4,,
ICD10CM:V86.71XD,,4,,
ICD10CM:V86.71XS,,4,,
ICD10CM:V86.72,,2,,
ICD10CM:V86.72XA,,4,,
ICD10CM:V86.72XD,,4,,
ICD10CM:V86.72XS,,4,,
ICD10CM:V86.73,,2,,
ICD10CM:V86.73XA,,4,,
ICD10CM:V86.73XD,,4,,
ICD10CM:V86.73XS,,4,,
ICD10CM:V86.74,,2,,
ICD10CM:V86.74XA,,4,,
ICD10CM:V86.74XD,,4,,
ICD10CM:V86.74XS,,4,,
ICD10CM:V86.75,,2,,
ICD10CM:V86.75XA,,4,,
ICD10CM:V86.75XD,,4,,
ICD10CM:V86.75XS,,4,,
ICD10CM:V86.76,,2,,
ICD10CM:V86.76XA,,4,,
ICD10CM:V86.76XD,,4,,
ICD10CM:V86.76XS,,4,,
ICD10CM:V86.79,,2,,
ICD10CM:V86.79XA,,4,,
ICD10CM:V86.79XD,,4,,
ICD10CM:V86.79XS,,4,,
ICD10CM:V86.9,,1,,
ICD10CM:V86.91,,2,,
ICD10CM:V86.91XA,,4,,
ICD10CM:V86.91XD,,4,,
ICD10CM:V86.91XS,,4,,
ICD10CM:V86.92,,2,,
ICD10CM:V86.92XA,,4,,
ICD10CM:V86.92XD,,4,,
ICD10CM:V86.92XS,,4,,
ICD10CM:V86.93,,2,,
ICD10CM:V86.93XA,,4,,
ICD10CM:V86.93XD,,4,,
ICD10CM:V86.93XS,,4,,
ICD10CM:V86.94,,2,,
ICD10CM:V86.94XA,,4,,
ICD10CM:V86.94XD,,4,,
ICD10CM:V86.94XS,,4,,
ICD10CM:V86.95,,2,,
ICD10CM:V86.95XA,,4,,
ICD10CM:V86.95XD,,4,,
ICD10CM:V86.95XS,,4,,
ICD10CM:V86.96,,2,,
ICD10CM:V86.96XA,,4,,
ICD10CM:V86.96XD,,4,,
ICD10CM:V86.96XS,,4,,
ICD10CM:V86.99,,2,,
ICD10CM:V86.99XA,,4,,
ICD10CM:V86.99XD,,4,,
ICD10CM:V86.99XS,,4,,
ICD10CM:V87,no fractional part,,,
ICD10CM:V87.0,,1,,
ICD10CM:V87.0XXA,,4,,
ICD10CM:V87.0XXD,,4,,
ICD10CM:V87.0XXS,,4,,
ICD10CM:V87.1,,1,,
ICD10CM:V87.1XXA,,4,,
ICD10CM:V87.1XXD,,4,,
ICD10CM:V87.1XXS,,4,,
ICD10CM:V87.2,,1,,
ICD10CM:V87.2XXA,,4,,
ICD10CM:V87.2XXD,,4,,
ICD10CM:V87.2XXS,,4,,
ICD10CM:V87.3,,1,,
ICD10CM:V87.3XXA,,4,,
ICD10CM:V87.3XXD,,4,,
ICD10CM:V87.3XXS,,4,,
ICD10CM:V87.4,,1,,
ICD10CM:V87.4XXA,,4,,
ICD10CM:V87.4XXD,,4,,
ICD10CM:V87.4XXS,,4,,
ICD10CM:V87.5,,1,,
ICD10CM:V87.5XXA,,4,,
ICD10CM:V87.5XXD,,4,,
ICD10CM:V87.5XXS,,4,,
ICD10CM:V87.6,,1,,
ICD10CM:V87.6XXA,,4,,
ICD10CM:V87.6XXD,,4,,
ICD10CM:V87.6XXS,,4,,
ICD10CM:V87.7,,1,,
ICD10CM:V87.7XXA,,4,,
ICD10CM:V87.7XXD,,4,,
ICD10CM:V87.7XXS,,4,,
ICD10CM:V87.8,,1,,
ICD10CM:V87.8XXA,,4,,
ICD10CM:V87.8XXD,,4,,
ICD10CM:V87.8XXS,,4,,
ICD10CM:V87.9,,1,,
ICD10CM:V87.9XXA,,4,,
ICD10CM:V87.9XXD,,4,,
ICD10CM:V87.9XXS,,4,,
ICD10CM:V88,no fractional part,,,
ICD10CM:V88.0,,1,,
ICD10CM:V88.0XXA,,4,,
ICD10CM:V88.0XXD,,4,,
ICD10CM:V88.0XXS,,4,,
ICD10CM:V88.1,,1,,
ICD10CM:V88.1XXA,,4,,
ICD10CM:V88.1XXD,,4,,
ICD10CM:V88.1XXS,,4,,
ICD10CM:V88.2,,1,,
ICD10CM:V88.2XXA,,4,,
ICD10CM:V88.2XXD,,4,,
ICD10CM:V88.2XXS,,4,,
ICD10CM:V88.3,,1,,
ICD10CM:V88.3XXA,,4,,
ICD10CM:V88.3XXD,,4,,
ICD10CM:V88.3XXS,,4,,
ICD10CM:V88.4,,1,,
ICD10CM:V88.4XXA,,4,,
ICD10CM:V88.4XXD,,4,,
ICD10CM:V88.4XXS,,4,,
ICD10CM:V88.5,,1,,
ICD10CM:V88.5XXA,,4,,
ICD10CM:V88.5XXD,,4,,
ICD10CM:V88.5XXS,,4,,
ICD10CM:V88.6,,1,,
ICD10CM:V88.6XXA,,4,,
ICD10CM:V88.6XXD,,4,,
ICD10CM:V88.6XXS,,4,,
ICD10CM:V88.7,,1,,
ICD10CM:V88.7XXA,,4,,
ICD10CM:V88.7XXD,,4,,
ICD10CM:V88.7XXS,,4,,
ICD10CM:V88.8,,1,,
ICD10CM:V88.8XXA,,4,,
ICD10CM:V88.8XXD,,4,,
ICD10CM:V88.8XXS,,4,,
ICD10CM:V88.9,,1,,
ICD10CM:V88.9XXA,,4,,
ICD10CM:V88.9XXD,,4,,
ICD10CM:V88.9XXS,,4,,
ICD10CM:V89,no fractional part,,,
ICD10CM:V89.0,,1,,
ICD10CM:V89.0XXA,,4,,
ICD10CM:V89.0XXD,,4,,
ICD10CM:V89.0XXS,,4,,
ICD10CM:V89.1,,1,,
ICD10CM:V89.1XXA,,4,,
ICD10CM:V89.1XXD,,4,,
ICD10CM:V89.1XXS,,4,,
ICD10CM:V89.2,,1,,
ICD10CM:V89.2XXA,,4,,
ICD10CM:V89.2XXD,,4,,
ICD10CM:V89.2XXS,,4,,
ICD10CM:V89.3,,1,,
ICD10CM:V89.3XXA,,4,,
ICD10CM:V89.3XXD,,4,,
ICD10CM:V89.3XXS,,4,,
ICD10CM:V89.9,,1,,
ICD10CM:V89.9XXA,,4,,
ICD10CM:V89.9XXD,,4,,
ICD10CM:V89.9XXS,,4,,
ICD10CM:V90,no fractional part,,,
ICD10CM:V90.0,,1,,
ICD10CM:V90.00,,2,,
ICD10CM:V90.00XA,,4,,
ICD10CM:V90.00XD,,4,,
ICD10CM:V90.00XS,,4,,
ICD10CM:V90.01,,2,,
ICD10CM:V90.01XA,,4,,
ICD10CM:V90.01XD,,4,,
ICD10CM:V90.01XS,,4,,
ICD10CM:V90.02,,2,,
ICD10CM:V90.02XA,,4,,
ICD10CM:V90.02XD,,4,,
ICD10CM:V90.02XS,,4,,
ICD10CM:V90.03,,2,,
ICD10CM:V90.03XA,,4,,
ICD10CM:V90.03XD,,4,,
ICD10CM:V90.03XS,,4,,
ICD10CM:V90.04,,2,,
ICD10CM:V90.04XA,,4,,
ICD10CM:V90.04XD,,4,,
ICD10CM:V90.04XS,,4,,
ICD10CM:V90.05,,2,,
ICD10CM:V90.05XA,,4,,
ICD10CM:V90.05XD,,4,,
ICD10CM:V90.05XS,,4,,
ICD10CM:V90.06,,2,,
ICD10CM:V90.06XA,,4,,
ICD10CM:V90.06XD,,4,,
ICD10CM:V90.06XS,,4,,
ICD10CM:V90.08,,2,,
ICD10CM:V90.08XA,,4,,
ICD10CM:V90.08XD,,4,,
ICD10CM:V90.08XS,,4,,
ICD10CM:V90.09,,2,,
ICD10CM:V90.09XA,,4,,
ICD10CM:V90.09XD,,4,,
ICD10CM:V90.09XS,,4,,
ICD10CM:V90.1,,1,,
ICD10CM:V90.10,,2,,
ICD10CM:V90.10XA,,4,,
ICD10CM:V90.10XD,,4,,
ICD10CM:V90.10XS,,4,,
ICD10CM:V90.11,,2,,
ICD10CM:V90.11XA,,4,,
ICD10CM:V90.11XD,,4,,
ICD10CM:V90.11XS,,4,,
ICD10CM:V90.12,,2,,
ICD10CM:V90.12XA,,4,,
ICD10CM:V90.12XD,,4,,
ICD10CM:V90.12XS,,4,,
ICD10CM:V90.13,,2,,
ICD10CM:V90.13XA,,4,,
ICD10CM:V90.13XD,,4,,
ICD10CM:V90.13XS,,4,,
ICD10CM:V90.14,,2,,
ICD10CM:V90.14XA,,4,,
ICD10CM:V90.14XD,,4,,
ICD10CM:V90.14XS,,4,,
ICD10CM:V90.15,,2,,
ICD10CM:V90.15XA,,4,,
ICD10CM:V90.15XD,,4,,
ICD10CM:V90.15XS,,4,,
ICD10CM:V90.16,,2,,
ICD10CM:V90.16XA,,4,,
ICD10CM:V90.16XD,,4,,
ICD10CM:V90.16XS,,4,,
ICD10CM:V90.18,,2,,
ICD10CM:V90.18XA,,4,,
ICD10CM:V90.18XD,,4,,
ICD10CM:V90.18XS,,4,,
ICD10CM:V90.19,,2,,
ICD10CM:V90.19XA,,4,,
ICD10CM:V90.19XD,,4,,
ICD10CM:V90.19XS,,4,,
ICD10CM:V90.2,,1,,
ICD10CM:V90.20,,2,,
ICD10CM:V90.20XA,,4,,
ICD10CM:V90.20XD,,4,,
ICD10CM:V90.20XS,,4,,
ICD10CM:V90.21,,2,,
ICD10CM:V90.21XA,,4,,
ICD10CM:V90.21XD,,4,,
ICD10CM:V90.21XS,,4,,
ICD10CM:V90.22,,2,,
ICD10CM:V90.22XA,,4,,
ICD10CM:V90.22XD,,4,,
ICD10CM:V90.22XS,,4,,
ICD10CM:V90.23,,2,,
ICD10CM:V90.23XA,,4,,
ICD10CM:V90.23XD,,4,,
ICD10CM:V90.23XS,,4,,
ICD10CM:V90.24,,2,,
ICD10CM:V90.24XA,,4,,
ICD10CM:V90.24XD,,4,,
ICD10CM:V90.24XS,,4,,
ICD10CM:V90.25,,2,,
ICD10CM:V90.25XA,,4,,
ICD10CM:V90.25XD,,4,,
ICD10CM:V90.25XS,,4,,
ICD10CM:V90.26,,2,,
ICD10CM:V90.26XA,,4,,
ICD10CM:V90.26XD,,4,,
ICD10CM:V90.26XS,,4,,
ICD10CM:V90.27,,2,,
ICD10CM:V90.27XA,,4,,
ICD10CM:V90.27XD,,4,,
ICD10CM:V90.27XS,,4,,
ICD10CM:V90.28,,2,,
ICD10CM:V90.28XA,,4,,
ICD10CM:V90.28XD,,4,,
ICD10CM:V90.28XS,,4,,
ICD10CM:V90.29,,2,,
ICD10CM:V90.29XA,,4,,
ICD10CM:V90.29XD,,4,,
ICD10CM:V90.29XS,,4,,
ICD10CM:V90.3,,1,,
ICD10CM:V90.30,,2,,
ICD10CM:V90.30XA,,4,,
ICD10CM:V90.30XD,,4,,
ICD10CM:V90.30XS,,4,,
ICD10CM:V90.31,,2,,
ICD10CM:V90.31XA,,4,,
ICD10CM:V90.31XD,,4,,
ICD10CM:V90.31XS,,4,,
ICD10CM:V90.32,,2,,
ICD10CM:V90.32XA,,4,,
ICD10CM:V90.32XD,,4,,
ICD10CM:V90.32XS,,4,,
ICD10CM:V90.33,,2,,
ICD10CM:V90.33XA,,4,,
ICD10CM:V90.33XD,,4,,
ICD10CM:V90.33XS,,4,,
ICD10CM:V90.34,,2,,
ICD10CM:V90.34XA,,4,,
ICD10CM:V90.34XD,,4,,
ICD10CM:V90.34XS,,4,,
ICD10CM:V90.35,,2,,
ICD10CM:V90.35XA,,4,,
ICD10CM:V90.35XD,,4,,
ICD10CM:V90.35XS,,4,,
ICD10CM:V90.36,,2,,
ICD10CM:V90.36XA,,4,,
ICD10CM:V90.36XD,,4,,
ICD10CM:V90.36XS,,4,,
ICD10CM:V90.37,,2,,
ICD10CM:V90.37XA,,4,,
ICD10CM:V90.37XD,,4,,
ICD10CM:V90.37XS,,4,,
ICD10CM:V90.38,,2,,
ICD10CM:V90.38XA,,4,,
ICD10CM:V90.38XD,,4,,
ICD10CM:V90.38XS,,4,,
ICD10CM:V90.39,,2,,
ICD10CM:V90.39XA,,4,,
ICD10CM:V90.39XD,,4,,
ICD10CM:V90.39XS,,4,,
ICD10CM:V90.8,,1,,
ICD10CM:V90.80,,2,,
ICD10CM:V90.80XA,,4,,
ICD10CM:V90.80XD,,4,,
ICD10CM:V90.80XS,,4,,
ICD10CM:V90.81,,2,,
ICD10CM:V90.81XA,,4,,
ICD10CM:V90.81XD,,4,,
ICD10CM:V90.81XS,,4,,
ICD10CM:V90.82,,2,,
ICD10CM:V90.82XA,,4,,
ICD10CM:V90.82XD,,4,,
ICD10CM:V90.82XS,,4,,
ICD10CM:V90.83,,2,,
ICD10CM:V90.83XA,,4,,
ICD10CM:V90.83XD,,4,,
ICD10CM:V90.83XS,,4,,
ICD10CM:V90.84,,2,,
ICD10CM:V90.84XA,,4,,
ICD10CM:V90.84XD,,4,,
ICD10CM:V90.84XS,,4,,
ICD10CM:V90.85,,2,,
ICD10CM:V90.85XA,,4,,
ICD10CM:V90.85XD,,4,,
ICD10CM:V90.85XS,,4,,
ICD10CM:V90.86,,2,,
ICD10CM:V90.86XA,,4,,
ICD10CM:V90.86XD,,4,,
ICD10CM:V90.86XS,,4,,
ICD10CM:V90.87,,2,,
ICD10CM:V90.87XA,,4,,
ICD10CM:V90.87XD,,4,,
ICD10CM:V90.87XS,,4,,
ICD10CM:V90.88,,2,,
ICD10CM:V90.88XA,,4,,
ICD10CM:V90.88XD,,4,,
ICD10CM:V90.88XS,,4,,
ICD10CM:V90.89,,2,,
ICD10CM:V90.89XA,,4,,
ICD10CM:V90.89XD,,4,,
ICD10CM:V90.89XS,,4,,
ICD10CM:V90-V94,range,,,
ICD10CM:V91,no fractional part,,,
ICD10CM:V91.0,,1,,
ICD10CM:V91.00,,2,,
ICD10CM:V91.00XA,,4,,
ICD10CM:V91.00XD,,4,,
ICD10CM:V91.00XS,,4,,
ICD10CM:V91.01,,2,,
ICD10CM:V91.01XA,,4,,
ICD10CM:V91.01XD,,4,,
ICD10CM:V91.01XS,,4,,
ICD10CM:V91.02,,2,,
ICD10CM:V91.02XA,,4,,
ICD10CM:V91.02XD,,4,,
ICD10CM:V91.02XS,,4,,
ICD10CM:V91.03,,2,,
ICD10CM:V91.03XA,,4,,
ICD10CM:V91.03XD,,4,,
ICD10CM:V91.03XS,,4,,
ICD10CM:V91.04,,2,,
ICD10CM:V91.04XA,,4,,
ICD10CM:V91.04XD,,4,,
ICD10CM:V91.04XS,,4,,
ICD10CM:V91.05,,2,,
ICD10CM:V91.05XA,,4,,
ICD10CM:V91.05XD,,4,,
ICD10CM:V91.05XS,,4,,
ICD10CM:V91.06,,2,,
ICD10CM:V91.06XA,,4,,
ICD10CM:V91.06XD,,4,,
ICD10CM:V91.06XS,,4,,
ICD10CM:V91.07,,2,,
ICD10CM:V91.07XA,,4,,
ICD10CM:V91.07XD,,4,,
ICD10CM:V91.07XS,,4,,
ICD10CM:V91.08,,2,,
ICD10CM:V91.08XA,,4,,
ICD10CM:V91.08XD,,4,,
ICD10CM:V91.08XS,,4,,
ICD10CM:V91.09,,2,,
ICD10CM:V91.09XA,,4,,
ICD10CM:V91.09XD,,4,,
ICD10CM:V91.09XS,,4,,
ICD10CM:V91.1,,1,,
ICD10CM:V91.10,,2,,
ICD10CM:V91.10XA,,4,,
ICD10CM:V91.10XD,,4,,
ICD10CM:V91.10XS,,4,,
ICD10CM:V91.11,,2,,
ICD10CM:V91.11XA,,4,,
ICD10CM:V91.11XD,,4,,
ICD10CM:V91.11XS,,4,,
ICD10CM:V91.12,,2,,
ICD10CM:V91.12XA,,4,,
ICD10CM:V91.12XD,,4,,
ICD10CM:V91.12XS,,4,,
ICD10CM:V91.13,,2,,
ICD10CM:V91.13XA,,4,,
ICD10CM:V91.13XD,,4,,
ICD10CM:V91.13XS,,4,,
ICD10CM:V91.14,,2,,
ICD10CM:V91.14XA,,4,,
ICD10CM:V91.14XD,,4,,
ICD10CM:V91.14XS,,4,,
ICD10CM:V91.15,,2,,
ICD10CM:V91.15XA,,4,,
ICD10CM:V91.15XD,,4,,
ICD10CM:V91.15XS,,4,,
ICD10CM:V91.16,,2,,
ICD10CM:V91.16XA,,4,,
ICD10CM:V91.16XD,,4,,
ICD10CM:V91.16XS,,4,,
ICD10CM:V91.18,,2,,
ICD10CM:V91.18XA,,4,,
ICD10CM:V91.18XD,,4,,
ICD10CM:V91.18XS,,4,,
ICD10CM:V91.19,,2,,
ICD10CM:V91.19XA,,4,,
ICD10CM:V91.19XD,,4,,
ICD10CM:V91.19XS,,4,,
ICD10CM:V91.2,,1,,
ICD10CM:V91.20,,2,,
ICD10CM:V91.20XA,,4,,
ICD10CM:V91.20XD,,4,,
ICD10CM:V91.20XS,,4,,
ICD10CM:V91.21,,2,,
ICD10CM:V91.21XA,,4,,
ICD10CM:V91.21XD,,4,,
ICD10CM:V91.21XS,,4,,
ICD10CM:V91.22,,2,,
ICD10CM:V91.22XA,,4,,
ICD10CM:V91.22XD,,4,,
ICD10CM:V91.22XS,,4,,
ICD10CM:V91.23,,2,,
ICD10CM:V91.23XA,,4,,
ICD10CM:V91.23XD,,4,,
ICD10CM:V91.23XS,,4,,
ICD10CM:V91.24,,2,,
ICD10CM:V91.24XA,,4,,
ICD10CM:V91.24XD,,4,,
ICD10CM:V91.24XS,,4,,
ICD10CM:V91.25,,2,,
ICD10CM:V91.25XA,,4,,
ICD10CM:V91.25XD,,4,,
ICD10CM:V91.25XS,,4,,
ICD10CM:V91.26,,2,,
ICD10CM:V91.26XA,,4,,
ICD10CM:V91.26XD,,4,,
ICD10CM:V91.26XS,,4,,
ICD10CM:V91.29,,2,,
ICD10CM:V91.29XA,,4,,
ICD10CM:V91.29XD,,4,,
ICD10CM:V91.29XS,,4,,
ICD10CM:V91.3,,1,,
ICD10CM:V91.30,,2,,
ICD10CM:V91.30XA,,4,,
ICD10CM:V91.30XD,,4,,
ICD10CM:V91.30XS,,4,,
ICD10CM:V91.31,,2,,
ICD10CM:V91.31XA,,4,,
ICD10CM:V91.31XD,,4,,
ICD10CM:V91.31XS,,4,,
ICD10CM:V91.32,,2,,
ICD10CM:V91.32XA,,4,,
ICD10CM:V91.32XD,,4,,
ICD10CM:V91.32XS,,4,,
ICD10CM:V91.33,,2,,
ICD10CM:V91.33XA,,4,,
ICD10CM:V91.33XD,,4,,
ICD10CM:V91.33XS,,4,,
ICD10CM:V91.34,,2,,
ICD10CM:V91.34XA,,4,,
ICD10CM:V91.34XD,,4,,
ICD10CM:V91.34XS,,4,,
ICD10CM:V91.35,,2,,
ICD10CM:V91.35XA,,4,,
